,country,description,total_model_predict
7105,US,"Good and rich, but tastes too oaky, with the pineapple, nectarine and peach flavors swamped by vanilla, caramel and butterscotch. Other than that, there's a fine, crisp minerality to the finish.",US
7106,US,"Made in the popular style of oak-enhanced ripe fruit, this Chard shows flavors of pineapples, peaches and cream, buttered toast, buttered popcorn and cinnamon spice. It finishes a little sweet and simple.",US
7107,US,"Lives up to its reserve status, being the creamiest and most densely packed of Roche's several new Chardonnays. With brisk, bright acidity and ripe flavors of pineapples, Key lime pie and vanilla cream, its buttered toast and char flavors provide the perfect counterpoint from oak barrel aging.",US
7108,US,"Fragrant and lush with floral/citrus aromas, this stainless-fermented Chardonnay is inviting and seductive. Brilliant, bright fruit anchors a wine that is tense and dense and vividly thrilling. The acids are natural and flavors seamlessly run from lemon/lime to pineapple to orange, and keep on keeping on, with fresh, water-washed rock in the finish.",US
7109,US,"Lots of razzle-dazzle in this rich, opulent Chardonnay. Shows buttery, oak-inspired pear and pineapple flavors, with a leesy, creamy mouthfeel, and fine acidity to brighten and balance all that richness. Drink this decadent wine with lobster, scallops, crab or shrimp, or a great ahi tuna tartare with potato chips.",US
7110,US,"Very ripe and oaky, but a little on the obvious side, with flamboyant tropical fruit, honey and buttered toast flavors. Could use greater finesse, subtlety, complexity.",US
7111,US,"Soft and flabby, especially on the entry, without the acidity to balance the very ripe pineapple, guava and vanilla-oak flavors. A wine this flavorful desperately needs crispness.",US
7112,US,"Pretty thin in fruit, which makes the bare-bones alcohol, acids and oak stick out.",US
7113,US,"Basic Chard, if thin, with just enough peaches and cream, vanilla and toast flavors to satisfy.",US
7114,US,"Ripe in fruit and a bit soft and thick in texture, this is a decent country-style Chard that offers what consumers want: Peachy, tropical fruit flavors, oak notes and a creamy texture.",US
7115,US,"Shows all the qualities of a fine Edna Valley Chard, from the juicy acids to the laser pure lime and nectarine flavors. It's thinned down from the better stuff, but still, not bad.",US
7116,US,"A combination of Santa Maria and Santa Rita fruit, with the majority from Bien Nacido, this is a dry, crisp Chardonnay. It's more rustic than the Chards from Foley, the parent winery, but shows some interesting qualities.",France
7117,US,"Sharp and green, with a minty, chlorophyll taste. High acidity makes the finish searing.",US
7118,US,"There's not much, if any, oak on this Chardonnay, leaving the fresh, clean fruit flavors to star. Shows a rich array of pineapples, Meyer lemons, yellow apricots and peaches, with spicy, vanilla overtones. Elegant, and a good buy at this price.",US
7119,US,"Creamy and lightly toasty, this elegant Chardonnay mixes its melon/apple fruit with vanilla cream and toasted cracker. The acid feels natural and brings in suggestions of pineapple, with a nice smack of butter kicking out the finish.",US
7120,US,"This is an enomoursly rich Chardonnay that positively explodes in apricot jam, pineapple, vanilla custard and butterscotch flavors. It's balanced with crisp, cool-climate Carneros acidity that makes it tangy and clean. Easy to find, with 33,000 cases produced.",US
7121,US,"Frank rarely misses a mark and this wine is another example of the poised flavors one expects from this winery. The aromas are fresh but subtle, with a delicate spin of toasted oak. The wine offers a restrained and sophisticated profile that balances depth with a clean, measured use of oak.",US
7122,US,"Super-fruity in pineapples, peaches and sweet vanilla oak, with adequate acidity, this is a rich, forward Chardonnay to drink now with shellfish or mushroom risotto.",US
7123,US,"Rich and opulent, in the California coastal style. The grapes come from some respected Carneros vineyards, including Hyde and Stanly Ranch, and the pedigree shows in the balance of ripeness and acidity. With pineapple, mango, green apple, crème brûlée and buttered toast flavors, it's just delicious. Great with Dungeness crab and sourdough bread and butter.",US
7124,US,"Offering none of the oaky, fruity richness of popular Chardonnays, this bottle needs to be figured out in a different way. It's super-dry, acidic and minerally, with citrus fruit flavors that seem barely touched by oak. It's a wine of structural integrity, made in the style of a great Chablis. One of the rare Chardonnays that should age.",US
7125,US,"With a dash of oak for vanilla and crème brûlée seasoning, this is a very ripe, soft Chardonnay. The fruit flavors veer toward apricots and nectarines, and finish a bit sweet.",US
7126,US,"Soft, ripe and oaky, with flamboyant tropical fruit pastry flavors that are almost sugary sweet on the finish. There's good acidity to balance.",US
7127,US,"Oak sticks out on this Chardonnay, with the aroma and flavor of buttered white toast dominating. But there comes an immediate rush of pineapples, limes and peaches, giving the wine a good balance of wood and fruit, and it's very dry and crisp. At its best now, but don't serve too cold.",US
7128,US,"This is a bizarre wine. The alcohol is extremely high, and the fruit is enormously ripe, to the point of bananas. The wine will have its fans, but to me it's Chardonnay-Port, over-manipulated and over-stylized. Tasted twice.",France
7129,US,"Popcorn on the nose leads to citrus in the mouth, with a touch of oak. The wine verges on being tart, giving it a lively mouthfeel.",US
7130,US,"This wine is clean and well made, with a smooth mouthfeel. Oaky butter and vanilla aromas combine with watery flavors of pear and popcorn.",US
7131,US,"Smells of yellow Runts, with a brambly edge. Like the '04 Private Reserve Chardonnay, this wine doesn't lack in body, but the flavors are diminished. Salted yellow fruits die out quickly, leaving nothing behind.",US
7132,US,"The fruit is massive, succulent in pineapple custard, Key lime pie and roasted coconut, and the oak is also powerful in new, charred character. There there's the brilliant acidity that makes it all work.",US
7133,US,"This tiny-production, best-of-barrels bottling is  ncredibly rich, and not unlike grand cru Burgundy. There are similarities in the Baroque structure and complex, layered lemondrop flavors that new oak so flatters. There's a tight, minerally acidity; it's a little leesy-sour right now, and all the parts haven't come together, but for sheer dazzle, you can't beat it. Cellar until the end of 2006 and drink through 2008.",US
7134,US,"Dry and richly oaked, with ripe flavors, this is a big Chardonnay. It shows massive flavors of pineapple custard, pear jam, butterscotch, buttered toast and caramel. A bit direct, but a crowd pleaser.",US
7135,US,"Dry and balanced, just 25% of this went through malolactic, it shows crisp apple, pear and citrus brightened with punchy acids. Just a hint of oak from aging in 25% new barrels.",US
7136,US,"A good collection of fruit flavors bring interest to this surprisingly ripe Chardonnay. Pineapple, green apple and light tropical fruits are set against pleasing barrel flavors of baked pear and glazed doughnut (really!).",US
7137,US,"Vegetal and watery, a very dry wine that offers little in the way of fruit. Tastes like alcohol with a drop or two of grapefruit juice.",US
7138,US,"A very rich wine, courtesy of some Viognier and Pinot Gris, not to mention new oak. Offers flattering flavors of pineapples, golden mangoes, vanilla cream, buttered toast and honeysuckle flowers.",US
7139,US,"From estate fruit, this Chardonnay falls a bit flat in the mouth. The fruit is light and simple, and there is a hint of bitterness that leave a chemical aftertaste.",US
7140,US,"A bit quick on the finish, but otherwise a nice everyday Chardonnay. Shows a soft, buttercream texture, with dry, subtle flavors of pineapples, pears and buttered toast.",US
7141,US,"Good everyday Chard, with pronounced peach, apple and pear flavors and more exotic notes of tropical fruits. Oak adds the smoke, vanilla and cream that round the wine off.",US
7142,US,"Lots of oak, lots of upfront ripe peach, pear and tropical fruit, that's pretty much the story with this widely available Chard. With more than 100,000 cases, it should be easy to find.",US
7143,US,"This creamy Chard has good varietal character, with pleasant peach, green apple and cinnamon spice flavors.",US
7144,US,"Shows the dramatic structure of a fine coastal Chardonnay, with crisp acidity and a bracing minerality framing ripe, lush flavors of pineapples, tangerines, pears and sweet, caramelized oak. Very rich and fine, deserving of the best shellfish, salmon, ahi tuna.",US
